tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
568629558716592128,negative,0.66,Customer Service Issue,0.35,Southwest,,teachermohler,,0,"@SouthwestAir Why do airlines change ticket prices in the middle of the day
#annoyed",,2015-02-19 20:33:46 -0800,,
567918931148685312,negative,1.0,Can't Tell,1.0,Delta,,komal102,,0,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,,2015-02-17 21:29:59 -0800,BOSTON,Eastern Time (US & Canada)
569992815624781824,neutral,1.0,,,American,,2tsieRole,,0,"@AmericanAir My chariot tonight. From this angle it looks like a 787, no? http://t.co/3ZZKQWWbJz",,2015-02-23 14:50:51 -0800,I'm everywhere.,Brasilia
568498446216400896,neutral,0.6768,,,Delta,,alnosh,,0,@JetBlue short stop at JFK before IAD,,2015-02-19 11:52:46 -0800,D.C.,
567807278964023296,neutral,1.0,,,Virgin America,,mattejacob,,0,@VirginAmerica you got cheese pLate Flights too.,"[40.78986648, -73.10068286]",2015-02-17 14:06:19 -0800,New York x Long Island,Central Time (US & Canada)
569247182475407360,negative,1.0,Customer Service Issue,0.6698,Delta,,jojo929,,0,@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,,2015-02-21 13:27:59 -0800,,
569282312203997185,positive,1.0,,,United,,jimccooper,,0,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD,,2015-02-21 15:47:34 -0800,,Eastern Time (US & Canada)
570212246053220352,negative,0.6832,Flight Booking Problems,0.6832,United,,Kalbozey,,0,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,,2015-02-24 05:22:48 -0800,Southern California,Pacific Time (US & Canada)
569880322487263232,negative,1.0,Late Flight,1.0,United,,DanaHFreeman,,0,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,,2015-02-23 07:23:51 -0800,"Burlington, Vermont",Eastern Time (US & Canada)
570105665093369856,neutral,1.0,,,United,,The_Playmaker20,,0,@united thanks! Will you guys be getting the A380s anytime soon?,,2015-02-23 22:19:17 -0800,,
570306867135696897,neutral,1.0,,,US Airways,,AshleyKAtherton,,0,"@USAirways agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",,2015-02-24 11:38:47 -0800,,Central Time (US & Canada)
569365692618661888,negative,1.0,Customer Service Issue,1.0,United,,WM_j_MW,,0,@united 25 min hold has now progressed to over an hour...919-675-0985,,2015-02-21 21:18:54 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
568901675903119360,negative,1.0,Flight Booking Problems,0.3617,United,,ThePappaShacks,,0,@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...,,2015-02-20 14:35:03 -0800,Denver,
568849007641911296,negative,1.0,Late Flight,0.3763,United,,PFcurator,,1,@united I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,,2015-02-20 11:05:46 -0800,,
567734795849834497,negative,1.0,Cancelled Flight,1.0,United,,shannonhannon,,0,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,,2015-02-17 09:18:17 -0800,,
568545534056787968,negative,1.0,Customer Service Issue,0.62,Delta,,RivieraTD,,0,"@JetBlue you service agents at MCO are great, but their are not enough of them working right now!",,2015-02-19 14:59:53 -0800,Tonawanda NY,Eastern Time (US & Canada)
569202278298755072,negative,1.0,Customer Service Issue,1.0,Southwest,,jsanner2,,0,"@SouthwestAir I love you guys, but even Comcast has a better phone help system. A simple callback system would fix most of the problem...",,2015-02-21 10:29:33 -0800,,
569855773951561728,neutral,1.0,,,Southwest,,charlesr99,,0,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw,,2015-02-23 05:46:18 -0800,Everywhere,Atlantic Time (Canada)
568593538520231936,negative,0.6629,Customer Service Issue,0.3748,US Airways,,rodeorose1962,,0,"@USAirways I guess they only respond to compliments. Sorry, can't think@of even ONE.",,2015-02-19 18:10:38 -0800,,
568802232004513792,neutral,1.0,,,Southwest,,stacymichael14,,0,@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529,,2015-02-20 07:59:54 -0800,,
569992712117747712,negative,1.0,Can't Tell,0.6716,American,,GREATNESSEOA,,0,@AmericanAir @USAirways day has come where I was suppose to get my money back from you but my bank hasn't received anything but after,,2015-02-23 14:50:27 -0800,McKinney TX,
570175513035214848,negative,1.0,Lost Luggage,1.0,United,,michaelsalinger,,0,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,,2015-02-24 02:56:50 -0800,"mentor, Ohio",Eastern Time (US & Canada)
568545648284340224,negative,1.0,Late Flight,1.0,United,,dschach,,0,@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce,,2015-02-19 15:00:20 -0800,"San Francisco, CA",Pacific Time (US & Canada)
568609430754865152,negative,1.0,Late Flight,1.0,US Airways,,DrJamesPrescott,,0,@USAirways sitting on the Tarmac waiting to deplane 40+ minutes. The level of service I've come to expect.,,2015-02-19 19:13:47 -0800,tennessee,
570229133445242880,negative,1.0,Flight Attendant Complaints,1.0,United,,throthra,,0,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,,2015-02-24 06:29:54 -0800,,
570264153559949313,positive,0.6629999999999999,,0.0,United,,JoshuaIsWrong,,0,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",,2015-02-24 08:49:03 -0800,Austin · LA · London · NY · SF,Eastern Time (US & Canada)
568144060248170496,negative,1.0,Customer Service Issue,0.6479,US Airways,,Kizzinator,,0,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,,2015-02-18 12:24:34 -0800,Boston,Eastern Time (US & Canada)
569839559728439296,negative,1.0,Customer Service Issue,0.6803,United,,alysabaker,,0,@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly,,2015-02-23 04:41:52 -0800,"ÜT: 50.97861,-114.000116",Mountain Time (US & Canada)
570270651996463104,neutral,1.0,,,American,,krisdelcampo,,0,@AmericanAir Flight 35. I'm on my way.,,2015-02-24 09:14:53 -0800,"Las Vegas, NV",Eastern Time (US & Canada)
570084582780899328,negative,1.0,Customer Service Issue,1.0,Virgin America,,amanduhmccarty,,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",,2015-02-23 20:55:30 -0800,,Pacific Time (US & Canada)
570246294582771712,positive,1.0,,,Delta,,Ruth_Slobodin,,0,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",,2015-02-24 07:38:05 -0800,,Atlantic Time (Canada)
567915852260978688,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,MindyPack,,0,"@USAirways this day has been a disaster, rude employees, no help &amp; now no hotel. not flying with you again &amp; I fly ALOT! Dallas=raise=now!",,2015-02-17 21:17:45 -0800,"salt lake city, utah",
569914468404035584,negative,0.6751,Late Flight,0.6751,American,,AGHJustin,,0,@AmericanAir boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun,,2015-02-23 09:39:32 -0800,QCA,Central Time (US & Canada)
569690742169292802,negative,1.0,Can't Tell,0.6848,United,,axelrodaj,,0,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,"[33.94077727, -118.39921036]",2015-02-22 18:50:31 -0800,San Francisco,Pacific Time (US & Canada)
570189507447775234,negative,1.0,Customer Service Issue,1.0,American,,richardgru,,0,@AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in 6 weeks ! No more AA in my future !,,2015-02-24 03:52:26 -0800,,
569212300265017345,negative,1.0,Cancelled Flight,1.0,Southwest,,jamiemager,,0,"@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot.",,2015-02-21 11:09:22 -0800,,
568186002759671808,negative,1.0,Damaged Luggage,0.35,Delta,,edgarsantana,,0,@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN,,2015-02-18 15:11:14 -0800,"ÜT: 40.96513,-73.872957",Eastern Time (US & Canada)
569681392369590272,neutral,1.0,,,Southwest,,DontenPhoto,,0,@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q,,2015-02-22 18:13:22 -0800,"Englewood, Florida",Eastern Time (US & Canada)
570292403309035520,neutral,1.0,,,American,,pbpinftworth,,0,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),"[32.82813261, -97.25115941]",2015-02-24 10:41:19 -0800,"DFW, TX",Central Time (US & Canada)
567871439585435648,negative,1.0,Customer Service Issue,0.6828,United,,1MisterHandsome,,0,@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,,2015-02-17 18:21:16 -0800,,Atlantic Time (Canada)
569601264679559168,neutral,1.0,,,US Airways,,peterfransson,,0,"@USAirways when AA gate supervisor 600117 was asked for his superiors name, response received was ""the CEO of #AmericanAirlines"" #merger",,2015-02-22 12:54:58 -0800,Inter/Outer-Continental U.S.,Eastern Time (US & Canada)
568055537952284672,negative,1.0,Cancelled Flight,0.6923,US Airways,,_MeAndMariah,,0,"@USAirways No reFlight Booking Problems necessary. I can't afford to deal this kind of unprofessionalism again. I would, however, like some type of credit.",,2015-02-18 06:32:48 -0800,where you want to be.,Eastern Time (US & Canada)
569791792029151232,negative,1.0,Lost Luggage,0.6853,United,,jnml,,0,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,,2015-02-23 01:32:04 -0800,,
569318653792948226,negative,1.0,Late Flight,0.6809,Delta,,AndrewATZ,,0,"@JetBlue Flight 2202 out of JFK, 2 &amp; 1/2 hr delay. I could get over it if it was just  weather reLate Flightd, but considering it's not - Come on",,2015-02-21 18:11:59 -0800,"New York City, NY",Quito
567762071258152960,positive,1.0,,,Virgin America,,onerockgypsy,,0,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin,,2015-02-17 11:06:40 -0800,next city,Pacific Time (US & Canada)
568992314296819712,negative,0.662,Flight Booking Problems,0.662,Delta,,KoolieAshSays,,0,@JetBlue why won't the site let me book tickets for nov for jfk to kin?,"[40.88539964, -73.85658056]",2015-02-20 20:35:13 -0800,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
568569739225604096,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu,,2015-02-19 16:36:04 -0800,USA,Sydney
569899522152726529,neutral,0.6671,,0.0,American,,miajain,,0,@AmericanAir Lost black wallet at #DallasAirport.I was on flight 2208 to CLE.Would appreciate ur help. Last I used it at @Starbucks on A20.,,2015-02-23 08:40:08 -0800,New York,Pacific Time (US & Canada)
567834498655604736,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",,2015-02-17 15:54:28 -0800,"San Francisco, CA",
569398722884280320,negative,1.0,Customer Service Issue,0.6579999999999999,US Airways,,FollowMsMiMi,,0,@USAirways been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,,2015-02-21 23:30:09 -0800,,Quito
570188405541175297,negative,1.0,Customer Service Issue,1.0,American,,diegolrz,,0,@AmericanAir are you a bot? Haha always same lies from you!,,2015-02-24 03:48:04 -0800,"Dallas, TX",Central Time (US & Canada)
570247474465677312,negative,1.0,Customer Service Issue,0.6789,American,,m_jl_c,,0,@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL,"[40.78476286, -73.97029561]",2015-02-24 07:42:47 -0800,"New York, NY",Eastern Time (US & Canada)
568615916730056704,negative,0.6908,Flight Attendant Complaints,0.3477,United,,SupaZ22,,0,@united it is cool. Your customer told me they didn't care either. It is expected,"[37.6209902, -122.3867265]",2015-02-19 19:39:33 -0800,"Chicago, Illinois.",Eastern Time (US & Canada)
569887773953527808,negative,1.0,Cancelled Flight,1.0,American,,MO3TVida,,0,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP,,2015-02-23 07:53:27 -0800,,
569658725016809472,negative,1.0,Customer Service Issue,0.3622,American,,U2Ken,,0,@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,,2015-02-22 16:43:18 -0800,Tucson,Pacific Time (US & Canada)
569631860885577729,negative,1.0,Bad Flight,0.6952,American,,Aero0729,,0,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp,,2015-02-22 14:56:33 -0800,,
568830133626253312,negative,1.0,Customer Service Issue,0.6655,Virgin America,,RobynMatza,,0,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,"[0.0, 0.0]",2015-02-20 09:50:46 -0800,"New York, NY",Eastern Time (US & Canada)
569995335893848064,neutral,0.639,,,American,,scottfmurphy,,0,@AmericanAir boom. http://t.co/PzGc6Jch7n,,2015-02-23 15:00:52 -0800,"New York, NY",Central Time (US & Canada)
569624788244828160,negative,1.0,Late Flight,1.0,Southwest,,thowelliv,,0,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",,2015-02-22 14:28:27 -0800,Baltimore,Central Time (US & Canada)
569570444027822081,negative,1.0,Flight Booking Problems,0.6742,United,,aDeniseHuxtable,,0,@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,,2015-02-22 10:52:30 -0800,Nueva York,Quito
569865637666930688,negative,1.0,longlines,0.6708,US Airways,,macaliciousmac,,0,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!,,2015-02-23 06:25:30 -0800,earth for now,Eastern Time (US & Canada)
569721804891271168,negative,0.65,Can't Tell,0.65,United,,jovytavarez,,0,@united i need help but in spanish,,2015-02-22 20:53:57 -0800,New Jersey,
569308255966666753,neutral,1.0,,,United,,gwen1013,,0,@united following,,2015-02-21 17:30:40 -0800,"New Haven, CT",
569565359524716544,negative,0.6632,Can't Tell,0.3474,Southwest,,paydirt434,,0,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,,2015-02-22 10:32:18 -0800,"Herndon, VA",Eastern Time (US & Canada)
569646269221773312,negative,0.6947,Late Flight,0.6947,Delta,,DJCASTANEDA,,0,@JetBlue all day,,2015-02-22 15:53:48 -0800,REVERE MA,Quito
567774229249421312,negative,1.0,Late Flight,1.0,US Airways,,amorris1116,,0,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm",,2015-02-17 11:54:59 -0800,,
569604655166009345,negative,1.0,Flight Attendant Complaints,1.0,United,,TheFireTracker2,,1,@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.,,2015-02-22 13:08:27 -0800,Global- Mostly Silicon Valley,Pacific Time (US & Canada)
569646982282612736,negative,1.0,Customer Service Issue,0.6967,Delta,,gpsomo,,0,@JetBlue thank you for not even coming with a solution. Great service I might say...as a TrueBlue member I am totally dissatisfied...thanks,,2015-02-22 15:56:38 -0800,New York,
567734128011784192,negative,1.0,Cancelled Flight,0.6875,United,,SeanHerwaldt,,0,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,,2015-02-17 09:15:38 -0800,Kanasa City,Central Time (US & Canada)
570083397873373184,negative,1.0,Flight Attendant Complaints,1.0,United,,KeenanPam,,0,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",,2015-02-23 20:50:48 -0800,,
568105481018822656,neutral,1.0,,,Southwest,,OJ27Canelo,,0,@SouthwestAir I will not have my passport in time for my trip. Could I still fly with photo ID? #thingsishouldknow #ifeeldumb,,2015-02-18 09:51:16 -0800,,
570287651137445888,negative,1.0,Lost Luggage,1.0,Southwest,,jparkermastin,,0,@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.,,2015-02-24 10:22:26 -0800,,
569950555344228352,negative,1.0,Customer Service Issue,1.0,American,,SuzanneNaylor,,0,@AmericanAir 77min still on hold to chg award travel #sorrynotsorry,,2015-02-23 12:02:56 -0800,,Central Time (US & Canada)
568218559278661632,neutral,0.6701,,0.0,Delta,,msitver,,0,@JetBlue There's a large family of birds inside T5. Are they fed? Are they there for a purpose?,"[0.0, 0.0]",2015-02-18 17:20:36 -0800,"New York, New York",Eastern Time (US & Canada)
569604354703020032,negative,1.0,Customer Service Issue,1.0,American,,csb2107,,0,@AmericanAir can you help me with a reservation? cant get through on the phone,,2015-02-22 13:07:15 -0800,,
569301606891712512,neutral,1.0,,,US Airways,,MarinaInTheCity,,0,@USAirways How long before departure do gates stay open? Will I make my connecting flight 1861 to RDU from flight 894???,,2015-02-21 17:04:14 -0800,"New York, NY",Eastern Time (US & Canada)
570174964856266752,negative,1.0,Flight Attendant Complaints,0.6725,American,,CamaroGuySteve,,0,@AmericanAir  oh no she left the counter and went downstairs.  Then she told Elise an agent that joined her not to come over to counter.,,2015-02-24 02:54:39 -0800,,
569665343880368131,neutral,0.34,,0.0,United,,RichGoldstein,,0,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,,2015-02-22 17:09:36 -0800,New York,
569633036251340800,neutral,1.0,,,Delta,,rambinasaurus,,0,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",,2015-02-22 15:01:13 -0800,,Atlantic Time (Canada)
569483821080453121,negative,1.0,Cancelled Flight,0.701,Southwest,,kimwatsontanner,,0,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,,2015-02-22 05:08:18 -0800,"Loomis, CA (Near SacTown)",Pacific Time (US & Canada)
569633643821441024,negative,1.0,Cancelled Flight,0.6807,Delta,,AIMPortW,,0,"@JetBlue last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",,2015-02-22 15:03:38 -0800,,
568202590032236544,negative,1.0,Bad Flight,0.66,Delta,,heyheyman,,0,@JetBlue Headphone jack not working on my flight.,,2015-02-18 16:17:08 -0800,"Boston, MA",Eastern Time (US & Canada)
568771089372979200,negative,1.0,Late Flight,1.0,United,,blastedgtl,,1,@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,,2015-02-20 05:56:09 -0800,,Quito
569846771301654528,negative,1.0,Flight Booking Problems,0.3366,Southwest,,Kateria_Nicole,,0,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.,,2015-02-23 05:10:32 -0800,"Atlanta, GA",Eastern Time (US & Canada)
569541848877957120,positive,0.6644,,0.0,United,,greghm88,,0,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,,2015-02-22 08:58:53 -0800,London,
569463202817417216,negative,1.0,Late Flight,0.7158,US Airways,,stevenbattle,,0,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,,2015-02-22 03:46:22 -0800,"philadelphia, pa",Eastern Time (US & Canada)
569998992475627521,negative,1.0,Customer Service Issue,1.0,American,,waynebevan,,0,"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",,2015-02-23 15:15:24 -0800,,Alaska
569632200913604608,negative,0.6737,Cancelled Flight,0.6737,United,,Fly_Shreveport,,0,"@United​ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status.",,2015-02-22 14:57:54 -0800,"Shreveport, Louisiana",Central Time (US & Canada)
569515118125408256,negative,0.6854,Can't Tell,0.3596,United,,GusSpaulding,,0,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,,2015-02-22 07:12:39 -0800,"New York, NY",
569961866224652288,neutral,1.0,,,Virgin America,,bxchen,,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569983030108024833,negative,1.0,Customer Service Issue,0.6613,American,,Rizzilient,,0,@AmericanAir bad weather happens but lack of preparation is inexcusable. Depending on good weather is not a good business model.,,2015-02-23 14:11:58 -0800,,
570267956648792064,positive,1.0,,,Virgin America,,JNLpierce,,0,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,,2015-02-24 09:04:10 -0800,Boston | Waltham,Quito
569526800767983616,negative,1.0,Cancelled Flight,0.6871,United,,AdamDonkus,,0,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,,2015-02-22 07:59:05 -0800,"Bechtelsville, PA",Eastern Time (US & Canada)
569976124278640640,negative,1.0,Flight Booking Problems,0.6769,US Airways,,jasemccarty,,0,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",,2015-02-23 13:44:32 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
568093497431101440,neutral,0.6845,,0.0,Southwest,,thaterikperson,,0,"@SouthwestAir I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?","[0.0, 0.0]",2015-02-18 09:03:39 -0800,"Austin, TX",Central Time (US & Canada)
568189945308786688,neutral,1.0,,,Delta,,LindseyKelk,,0,@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!,,2015-02-18 15:26:54 -0800,New York & LA,Eastern Time (US & Canada)
568552943005224961,negative,1.0,Can't Tell,0.3392,United,,marylkrupa,,0,"@united tried to and got through the whole 2,000 characters and I was not even done.",,2015-02-19 15:29:19 -0800,"Detroit, Michigan ",
570255224155348992,neutral,1.0,,,US Airways,,oliviahaymond,,0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",,2015-02-24 08:13:34 -0800,"Tampa, Florida",Eastern Time (US & Canada)
569999091028983808,negative,0.6559999999999999,Flight Booking Problems,0.3477,American,,redeyes313,,0,"@AmericanAir I fly American because of family but severe weather excuse so I can't call to make change, why have a computer if u cant modify",,2015-02-23 15:15:48 -0800,"Lake County, Illinois",
570062369096908801,negative,1.0,Late Flight,1.0,American,,ImagineHC,,0,"@AmericanAir on flight 1074 that has been delayed for hours over human errors like a food truck hitting the plane, now the lines are frozen.",,2015-02-23 19:27:14 -0800,Miami FL,Eastern Time (US & Canada)
568896751102533632,neutral,1.0,,,US Airways,,trevels11,,0,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL,,2015-02-20 14:15:29 -0800,Terrapin Station,
569577005278064640,neutral,0.6529,,,Delta,,PumaSF,,0,@JetBlue of course I am!!✈️,,2015-02-22 11:18:34 -0800,San Francisco,Pacific Time (US & Canada)
568825791644966912,negative,1.0,Late Flight,1.0,United,,LRuns4Cupcakes,,0,@united obviously no one knows a darn thing around here.  What are we to do if this does not get resolved? http://t.co/Ph8QJzaPKx,,2015-02-20 09:33:31 -0800,NY,
568246340246999041,positive,1.0,,,Delta,,carleycalla,,1,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,,2015-02-18 19:10:59 -0800,"Boston, Massachusetts",Mountain Time (US & Canada)
569690272830922752,negative,1.0,Late Flight,0.6769,American,,poolinenaidoo,,0,@AmericanAir would have been nice if the agents were at the very least courteous since the delay was AA's fault,,2015-02-22 18:48:40 -0800,"Kitchen, office or on the road",Central Time (US & Canada)
569858330421694465,negative,1.0,Customer Service Issue,1.0,American,,jmariecastillo,,0,"@AmericanAir Telling frustrated customers ""we are super busy, please call back Late Flightr kthxbai"" and then hanging up is not the best practice.",,2015-02-23 05:56:28 -0800,,Pacific Time (US & Canada)
569481897203494914,negative,1.0,Customer Service Issue,1.0,United,,robbid,,0,@united What does delayed due to Customer Service mean for UA761?,,2015-02-22 05:00:39 -0800,"Huntington, WV",America/New_York
569764857991467008,negative,1.0,Customer Service Issue,1.0,American,,MichaelJMaas,,0,@AmericanAir it doesn't allow me to hold. That's the problem.,,2015-02-22 23:45:02 -0800,,Mountain Time (US & Canada)
568184886051389440,negative,1.0,Customer Service Issue,0.69,United,,DCconnick,,0,@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?,,2015-02-18 15:06:47 -0800,,
568826004891832321,negative,1.0,Cancelled Flight,0.6552,US Airways,,kimlynam2,,0,@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice,,2015-02-20 09:34:22 -0800,,
569885859954229248,negative,0.6565,Customer Service Issue,0.6565,Delta,,MuttMedia,,0,"@JetBlue I would like to communicate directly with a ""Customer Experience"" executive. Does Joanna Geraghty have an email address?",,2015-02-23 07:45:51 -0800,"Muttontown, NY",Eastern Time (US & Canada)
568806267940048896,positive,1.0,,,US Airways,,fmrtpr1894,,0,@USAirways Reservation agent on the phone did a great job.,,2015-02-20 08:15:56 -0800,"Boston,MA",
569208236487745536,negative,0.6765,Customer Service Issue,0.6765,Southwest,,jaretgordon,,0,@SouthwestAir have a prompt for consumers for prompt for customer service instead of having customers on hold for 1.5 hrs,,2015-02-21 10:53:13 -0800,,Central Time (US & Canada)
568104907384832000,neutral,0.6709,,,Delta,,History_Dork,,0,@JetBlue  I'm game if you're buying!!  ;),,2015-02-18 09:48:59 -0800,right behind you,Eastern Time (US & Canada)
568995277580996609,negative,1.0,Customer Service Issue,1.0,US Airways,,FirstTeachers1,,0,@USAirways -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs &amp; then zip,,2015-02-20 20:47:00 -0800,"Birmingham, AL",Central Time (US & Canada)
569560633957609472,positive,0.3551,,0.0,United,,swolfhoops,,0,@united will do. Just need to get CVG.... and my bag too. Thanks,"[41.97456785, -87.90563774]",2015-02-22 10:13:31 -0800,"Loveland, Ohio",Atlantic Time (Canada)
568526847320784896,negative,0.6596,Customer Service Issue,0.3617,Virgin America,,GaySkiWeek,,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,2015-02-19 13:45:37 -0800,"Telluride, CO",Central Time (US & Canada)
570285610176532480,neutral,0.6492,,0.0,United,,cehertz,,0,@united that's right- with an overnight Miami.,,2015-02-24 10:14:19 -0800,btv,
568207228412542976,negative,1.0,Late Flight,1.0,Delta,,pir2h,,0,@JetBlue why is the buffalo flight so Late Flight?,,2015-02-18 16:35:34 -0800,,
570296754832318465,neutral,0.6787,,0.0,Southwest,,PBI_Airport,,0,@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI,,2015-02-24 10:58:36 -0800,"West Palm Beach, FL",Hawaii
